name,id,race,flavors1,flavors2,flavors3,positiveeffects1,positiveeffects2,positiveeffects3,positiveeffects4,positiveeffects5,negativeeffects1,negativeeffects2,negativeeffects3,negativeeffects4,negativeeffects5,medicaleffects1,medicaleffects2,medicaleffects3,medicaleffects4,medicaleffects5,medicaleffects6
Lemon Wreck,1253,hybrid,Earthy,Lemon,Citrus,Relaxed,Hungry,Happy,Energetic,Focused,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
Lemonberry,1254,hybrid,Lemon,Blueberry,Citrus,Relaxed,Euphoric,Happy,Uplifted,Giggly,Dizzy,Dry Mouth,Dry Eyes,,,Depression,Pain,Stress,Headache,Fatigue,Muscle Spasms
Lemonder,1255,hybrid,Citrus,Lemon,Earthy,Euphoric,Happy,Creative,Uplifted,Focused,,,,,,Depression,Insomnia,Pain,Stress,Headaches,
Lemonhead OG,1256,hybrid,Lemon,Pine,Citrus,Relaxed,Euphoric,Happy,Uplifted,Focused,Dry Mouth,,,,,Depression,Insomnia,Pain,Stress,Cramps,
Leonidas,1257,sativa,Grape,Lavender,Violet,Creative,Energetic,Focused,Aroused,,Dry Mouth,,,,,Depression,Insomnia,Stress,Lack of Appetite,Muscle Spasms,
Lethal Purple,1258,hybrid,Flowery,Grape,Sweet,Hungry,Euphoric,Happy,Creative,Talkative,Dizzy,Dry Mouth,Dry Eyes,,,Depression,Pain,Stress,Lack of Appetite,Headache,Headaches
Liberty Haze,1259,hybrid,Earthy,Citrus,Lime,Relaxed,Euphoric,Happy,Creative,Uplifted,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
Lifesaver,1260,hybrid,Sweet,Berry,Honey,Relaxed,Euphoric,Uplifted,Sleepy,Focused,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Insomnia,Pain,Stress,Cramps,Muscle Spasms,
Light of Jah,1261,sativa,Earthy,Spicy/Herbal,Pungent,Relaxed,Happy,Energetic,Uplifted,Focused,Dizzy,Dry Mouth,,,,Depression,Pain,Stress,Nausea,Headache,Fatigue
Lime Green Skunk,1262,hybrid,Lime,Diesel,Pungent,Relaxed,Happy,Creative,Uplifted,Focused,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Stress,Lack of Appetite,Headaches,Eye Pressure,
Lime Haze,1263,sativa,Lime,Citrus,Chemical,Relaxed,Euphoric,Happy,Energetic,Uplifted,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Stress,Nausea,Headaches,Eye Pressure,
Lime Purple Mist,1264,indica,Lime,Berry,Mint,Relaxed,Euphoric,Happy,Sleepy,,Dry Mouth,,,,,Depression,Pain,Stress,Cramps,Lack of Appetite,
Lime Skunk,1265,sativa,Lime,Citrus,Skunk,Relaxed,Euphoric,Happy,Creative,Uplifted,Dry Eyes,,,,,Depression,Pain,Stress,Fatigue,Muscle Spasms,
Limon,1266,sativa,Lemon,Citrus,Diesel,Relaxed,Happy,Talkative,Aroused,,Dry Mouth,Paranoid,Dry Eyes,,,Depression,Pain,Stress,Fatigue,Inflammation,
Lions Gate,1267,indica,Citrus,Menthol,Orange,Relaxed,Happy,Creative,Energetic,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Insomnia,Stress,Nausea,Headache,Headaches,Inflammation
Liquid Butter,1268,indica,Butter,Earthy,Woody,Relaxed,Happy,Uplifted,Sleepy,Focused,Dry Mouth,Paranoid,Dry Eyes,,,Depression,Insomnia,Pain,Stress,Cramps,
Little Dragon,1270,hybrid,Citrus,Flowery,Mango,Relaxed,Euphoric,Happy,Creative,Uplifted,,,,,,Pain,Stress,Fatigue,Inflammation,Muscle Spasms,
Locktite,1271,hybrid,Earthy,Pine,Sweet,Relaxed,Euphoric,Happy,Energetic,Sleepy,Dry Mouth,Dry Eyes,Anxious,,,Depression,Insomnia,Pain,Stress,Fatigue,
Locomotion,1272,indica,Earthy,Pungent,Sweet,Relaxed,Euphoric,Happy,Uplifted,,Dry Mouth,,,,,Depression,Insomnia,Pain,Stress,Nausea,
Lodi Dodi,1273,hybrid,Flowery,Honey,Sweet,Relaxed,Euphoric,Happy,Uplifted,Giggly,Dry Mouth,Dry Eyes,Anxious,,,Depression,Pain,Stress,Headaches,Eye Pressure,
Logic Diesel,1274,hybrid,Diesel,Chemical,Coffee,Euphoric,Happy,Energetic,Talkative,Uplifted,Dry Mouth,Dry Eyes,Anxious,,,Depression,Pain,Stress,Fatigue,,
Longbottom Leaf,1275,hybrid,Citrus,Lemon,Lime,Euphoric,Happy,Creative,Energetic,Aroused,Dry Mouth,Paranoid,Dry Eyes,,,Depression,Lack of Appetite,Fatigue,Eye Pressure,Inflammation,
Lost Coast OG,1276,hybrid,Citrus,Sweet,Lemon,Relaxed,Euphoric,Happy,Creative,Focused,Dizzy,Dry Mouth,Dry Eyes,,,Depression,Pain,Stress,Lack of Appetite,Headache,Fatigue
Loud Dream,1277,hybrid,Earthy,Spicy/Herbal,Citrus,Relaxed,Happy,Creative,Talkative,Giggly,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Nausea,Headache
Loud Scout,1278,hybrid,Grape,Berry,Flowery,Relaxed,Happy,Creative,Energetic,,,,,,,Depression,Pain,Nausea,Headache,Fatigue,
Love Potion #1,1279,sativa,Earthy,Sweet,Citrus,Relaxed,Euphoric,Happy,Creative,Aroused,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Pain,Stress,Lack of Appetite,Nausea,
Love Potion #9,1280,indica,Sweet,Honey,Flowery,Relaxed,Euphoric,Happy,Focused,Giggly,Dizzy,Dry Mouth,,,,Depression,Insomnia,Pain,Stress,Headache,Headaches
Lowryder,1281,hybrid,Pungent,Sweet,Citrus,Relaxed,Happy,Creative,Uplifted,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Nausea,
Loyalty,1282,hybrid,Pungent,Sweet,Ammonia,Relaxed,Euphoric,Creative,Tingly,Focused,,,,,,Depression,Cramps,Fatigue,Headaches,Eye Pressure,
Luca Brasi x Sour Diesel,1284,hybrid,Earthy,Lemon,Pungent,Relaxed,Hungry,Energetic,Focused,,Anxious,,,,,Pain,Stress,Lack of Appetite,Headaches,Muscle Spasms,
Lucid Bolt,1285,indica,Blueberry,Berry,Earthy,Relaxed,Hungry,Sleepy,Giggly,,Dry Mouth,,,,,Depression,Insomnia,Stress,Lack of Appetite,Headaches,
Lucid Dream,1286,hybrid,Sweet,Blueberry,Berry,Euphoric,Happy,Energetic,Uplifted,Giggly,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Stress,Lack of Appetite,Fatigue,Headaches,
Lucky Charms,1287,hybrid,Sweet,Berry,Earthy,Relaxed,Euphoric,Happy,Creative,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Pain,Stress,Nausea,Fatigue,
Lucy,1288,hybrid,Earthy,Pine,Sweet,Relaxed,Euphoric,Happy,Uplifted,,Dry Eyes,,,,,Depression,Pain,Stress,Headaches,Inflammation,
M-39,1289,indica,Tar,Earthy,Woody,Relaxed,Hungry,Euphoric,Sleepy,,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Headache,Fatigue
MILF,1290,hybrid,Sweet,Earthy,Sage,Euphoric,Happy,Energetic,Talkative,Uplifted,Dry Mouth,Dry Eyes,,,,Depression,Stress,Cramps,Headaches,Inflammation,
MK Ultra,1291,indica,Earthy,Pine,Pungent,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Mad Dawg,1292,hybrid,Earthy,Citrus,Flowery,Hungry,Happy,Energetic,Talkative,Uplifted,Dry Mouth,Dry Eyes,,,,Depression,Insomnia,Pain,Stress,Headaches,
Mad Scientist,1293,indica,Woody,Earthy,Pungent,Relaxed,Euphoric,Happy,Uplifted,Sleepy,Dry Mouth,Paranoid,Dry Eyes,,,Depression,Insomnia,Pain,Stress,Headache,Muscle Spasms
Madagascar,1294,indica,Earthy,Skunk,Sweet,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dizzy,Dry Mouth,Dry Eyes,,,Insomnia,Pain,Stress,Headaches,Muscle Spasms,
Madcow,1295,sativa,Earthy,Sweet,Ammonia,Relaxed,Creative,Energetic,Uplifted,Sleepy,,,,,,Depression,Stress,Cramps,Fatigue,Eye Pressure,
Madman OG,1296,hybrid,Earthy,Coffee,Diesel,Relaxed,Euphoric,Tingly,Sleepy,,Dry Eyes,,,,,Insomnia,Pain,Stress,Lack of Appetite,Headaches,
Magic Jordan,1299,hybrid,Earthy,Lemon,Minty,Relaxed,Euphoric,Creative,Focused,,,,,,,Insomnia,Pain,Stress,Lack of Appetite,Headache,Inflammation
Magnum,1300,hybrid,Earthy,Spicy/Herbal,Flowery,Relaxed,Happy,Creative,Energetic,Uplifted,Dizzy,Dry Mouth,Dry Eyes,,,Depression,Insomnia,Pain,Stress,Eye Pressure,
Magnum PI,1301,sativa,Citrus,Pine,Earthy,Euphoric,Creative,Energetic,Uplifted,Focused,,,,,,Depression,Stress,Cramps,Fatigue,Headaches,
Mai Tai Cookies,1302,hybrid,Orange,Tree Fruit,Citrus,Relaxed,Euphoric,Happy,Uplifted,Focused,Dry Mouth,,,,,Pain,Nausea,Fatigue,Headaches,Eye Pressure,
Majestic 12,1303,hybrid,Earthy,Sweet,Berry,Relaxed,Euphoric,Happy,Tingly,,Dry Mouth,,,,,Depression,Pain,Stress,Headaches,,
Mako Haze,1304,sativa,Pine,Sage,Lemon,Hungry,Euphoric,Happy,Uplifted,Focused,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Pain,Stress,Lack of Appetite,Nausea,
Malakoff,1305,sativa,Sweet,Earthy,Tobacco,Happy,Creative,Energetic,Talkative,Focused,Dry Mouth,Dry Eyes,,,,Depression,Pain,Stress,Fatigue,Eye Pressure,
Malawi,1306,sativa,Earthy,Flowery,Sweet,Euphoric,Happy,Energetic,Uplifted,Focused,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Stress,Nausea,Fatigue,Headaches,
Mammoth,1307,hybrid,Honey,Earthy,Apricot,Relaxed,Happy,Creative,Uplifted,Focused,,,,,,Pain,Stress,Fatigue,Inflammation,Muscle Spasms,
Mandala #1,1308,hybrid,Apple,Berry,Earthy,Euphoric,Creative,Energetic,Uplifted,Focused,Dry Mouth,Dry Eyes,Anxious,,,Depression,Stress,Nausea,Headaches,,
Mango,1309,indica,Mango,Sweet,Lemon,Relaxed,Euphoric,Happy,Uplifted,Giggly,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Nausea,Headache
Mango Dream,1310,sativa,Tropical,Sweet,Citrus,Relaxed,Hungry,Happy,Energetic,Focused,Dizzy,Dry Mouth,Dry Eyes,,,Depression,Pain,Stress,Headache,Fatigue,Headaches
Mango Haze,1311,sativa,Mango,Tropical,Sweet,Relaxed,Euphoric,Happy,Energetic,Uplifted,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Pain,Stress,Lack of Appetite,Headache,Fatigue
Mango Kush,1312,hybrid,Mango,Tropical,Sweet,Relaxed,Euphoric,Happy,Uplifted,Giggly,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Pain,Stress,Lack of Appetite,Headache,Headaches
Mango Tango,1313,hybrid,Mango,Tropical,Tree Fruit,Relaxed,Euphoric,Happy,Creative,Uplifted,Dry Mouth,Dry Eyes,,,,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Mangolicious,1314,indica,Mango,Pineapple,Sweet,Euphoric,Happy,Creative,Energetic,Giggly,,,,,,Depression,Pain,Cramps,Fatigue,Muscle Spasms,
Manitoba Poison,1315,hybrid,Spicy/Herbal,Earthy,Cheese,Relaxed,Happy,Sleepy,Focused,,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Muscle Spasms,
Maple Leaf Indica,1316,indica,Sweet,Butter,Vanilla,Relaxed,Euphoric,Happy,Tingly,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Headache,Fatigue
Maramota #10,1317,hybrid,Berry,Earthy,Sweet,Relaxed,Energetic,Talkative,Giggly,,Dry Mouth,,,,,Depression,Pain,Stress,Lack of Appetite,Fatigue,
Marcosus Marshmellow,1318,hybrid,Minty,Berry,Grape,Euphoric,Happy,Creative,Energetic,Uplifted,,,,,,Depression,Insomnia,Stress,,,
Margaret Cho-G,1319,hybrid,Grapefruit,Honey,Sweet,Relaxed,Euphoric,Happy,Creative,Focused,Dry Mouth,,,,,Depression,Pain,Stress,Cramps,Inflammation,
Marionberry Kush,1320,hybrid,Berry,Sweet,Pungent,Relaxed,Hungry,Euphoric,Happy,Uplifted,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
Marley's Collie,1321,hybrid,Sweet,,,Hungry,Focused,Aroused,,,Dizzy,Dry Mouth,,,,Depression,Insomnia,Stress,Lack of Appetite,,
Mars OG,1322,indica,Pungent,Earthy,Pine,Relaxed,Happy,Uplifted,Tingly,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Insomnia,Pain,Stress,Lack of Appetite,Headache,Fatigue
Martian Candy,1323,hybrid,Sweet,Woody,Earthy,Relaxed,Happy,Talkative,Uplifted,Giggly,Dry Mouth,,,,,Depression,Insomnia,Stress,Nausea,Fatigue,
Martian Mean Green,1324,hybrid,Pungent,Flowery,Skunk,Relaxed,Euphoric,Happy,Energetic,Uplifted,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Insomnia,Pain,Stress,Headache,Muscle Spasms
Master Bubba,1325,indica,Earthy,Sweet,Tropical,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Insomnia,Pain,Stress,Lack of Appetite,Inflammation,
Master Jedi,1326,indica,Pungent,Pine,Earthy,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Insomnia,Pain,Stress,Headache,Fatigue
Master Kush,1327,indica,Earthy,Pungent,Spicy/Herbal,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Headache,Headaches
Master OG,1328,indica,Earthy,Skunk,Lemon,Relaxed,Hungry,Happy,Sleepy,Focused,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Insomnia,Pain,Lack of Appetite,Eye Pressure,Muscle Spasms,
Master Skunk,1329,hybrid,Skunk,Earthy,Pungent,Relaxed,Euphoric,Uplifted,Sleepy,Giggly,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Headaches,
Master Yoda,1330,hybrid,Earthy,Sweet,Pungent,Relaxed,Euphoric,Happy,Uplifted,Focused,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Insomnia,Pain,Stress,Muscle Spasms,
Matanuska Thunder Fuck,1331,sativa,Earthy,Pungent,Skunk,Relaxed,Euphoric,Happy,Creative,Focused,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Pain,Stress,Lack of Appetite,Fatigue,
Mataro Blue,1332,indica,Berry,Sweet,Blueberry,Relaxed,Hungry,Euphoric,Happy,Tingly,Dizzy,Dry Mouth,,,,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
Maui,1335,sativa,Sweet,Citrus,Tropical,Euphoric,Happy,Creative,Talkative,Uplifted,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Pain,Stress,Lack of Appetite,Headache,Fatigue
Maui Berry,1336,hybrid,Berry,Citrus,Pungent,Relaxed,Hungry,Euphoric,Happy,Creative,,,,,,Depression,Insomnia,Pain,Stress,Nausea,
Maui Bubble Gift,1337,hybrid,Sweet,Citrus,Pungent,Relaxed,Euphoric,Happy,Uplifted,Tingly,Dry Mouth,Dry Eyes,,,,Depression,Insomnia,Pain,Stress,Inflammation,
Maui Citrus Punch,1338,sativa,Citrus,Tropical,Skunk,Relaxed,Euphoric,Creative,Energetic,Uplifted,Dizzy,Dry Mouth,Dry Eyes,,,Pain,Stress,Inflammation,Muscle Spasms,,
Maui Haole,1339,hybrid,Diesel,Pungent,Tropical,Relaxed,Euphoric,Creative,Sleepy,Aroused,Dizzy,,,,,Depression,Pain,Stress,Seizures,Muscle Spasms,
Maui Mango Diesel,1340,hybrid,Mango,Diesel,Tropical,Euphoric,Happy,Creative,Energetic,Uplifted,,,,,,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Maui Pineapple Chunk,1341,hybrid,Pineapple,Tropical,Earthy,Euphoric,Creative,Talkative,Uplifted,Focused,,,,,,Depression,Insomnia,Pain,Stress,Muscle Spasms,
Maui Wowie,1342,sativa,Tropical,Pineapple,Sweet,Relaxed,Euphoric,Happy,Energetic,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Pain,Stress,Fatigue,Headaches,
Mazar I Sharif,1343,indica,Sweet,Spicy/Herbal,Citrus,Relaxed,Euphoric,Happy,Creative,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Insomnia,Pain,Lack of Appetite,Inflammation,Muscle Spasms,
Mazar Kush,1344,indica,Pungent,Earthy,Nutty,Relaxed,Happy,Sleepy,Giggly,,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Insomnia,Pain,Stress,Nausea,Inflammation,
Mean Misty,1345,hybrid,Flowery,Sweet,,Relaxed,Euphoric,Energetic,Talkative,Uplifted,,,,,,Depression,Insomnia,Stress,,,
MediHaze,1346,sativa,Pine,Earthy,Woody,Relaxed,Happy,Energetic,Uplifted,Focused,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Pain,Stress,Nausea,Headache,Inflammation
Medibud,1347,hybrid,Sweet,Berry,Flowery,Relaxed,Euphoric,Happy,Uplifted,Focused,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Insomnia,Pain,Stress,Headache,Inflammation
Medicine Man,1348,hybrid,Woody,Earthy,Pungent,Relaxed,Euphoric,Happy,Creative,Talkative,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Pain,Stress,Nausea,Headache,Headaches,Inflammation
Medicine Woman,1349,hybrid,Earthy,Citrus,Diesel,Relaxed,Euphoric,Happy,Creative,Uplifted,,,,,,Depression,Pain,Stress,Cramps,Fatigue,
Medusa,1350,hybrid,Earthy,Butter,Nutty,Relaxed,Euphoric,Happy,Creative,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Insomnia,Pain,Stress,Fatigue,
Mega Jackpot,1351,hybrid,Berry,Grape,Strawberry,Relaxed,Euphoric,Happy,Creative,Energetic,,,,,,Depression,Stress,Lack of Appetite,Fatigue,Headaches,
Megalodon,1352,sativa,Skunk,Earthy,Spicy/Herbal,Euphoric,Happy,Creative,Energetic,Uplifted,,,,,,Depression,Stress,Lack of Appetite,Nausea,Fatigue,
Melon Gum,1354,hybrid,Sweet,Lavender,Flowery,Relaxed,Happy,Creative,Uplifted,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Pain,Stress,Fatigue,Inflammation,
Memory Loss,1355,sativa,Earthy,Woody,Citrus,Hungry,Euphoric,Talkative,Uplifted,,Dry Mouth,Anxious,,,,Depression,Pain,Stress,Fatigue,Muscle Spasms,
Mendo Breath,1356,indica,Earthy,Sweet,Pungent,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
Mendocino Purps,1357,hybrid,Grape,Berry,Sweet,Relaxed,Hungry,Euphoric,Happy,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Pain,Stress,Nausea,Headache
Mercury OG,1358,indica,Pungent,Berry,Citrus,Relaxed,Hungry,Happy,Sleepy,,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Insomnia,Pain,Stress,Fatigue,Headaches,
Merlot OG,1359,indica,Butter,Flowery,Earthy,Relaxed,Euphoric,Happy,Uplifted,Tingly,Dizzy,Dry Mouth,,,,Depression,Insomnia,Stress,Headaches,Muscle Spasms,
Mexican,1360,sativa,Earthy,Woody,Diesel,Uplifted,Focused,,,,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Stress,Lack of Appetite,Headache,Fatigue,Eye Pressure
Mexican Sativa,1361,sativa,Woody,Pine,Pungent,Hungry,Euphoric,Happy,Energetic,Talkative,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Pain,Stress,Headache,Headaches,Eye Pressure
Michael Phelps OG,1362,hybrid,Pine,Pear,Earthy,Relaxed,Hungry,Happy,Tingly,Sleepy,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Stress,Cramps,Lack of Appetite,Muscle Spasms,
Mickey Kush,1363,sativa,Earthy,Sweet,Lemon,Relaxed,Happy,Energetic,Uplifted,Focused,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Pain,Stress,Spasticity,Muscle Spasms,
Middlefork,1364,hybrid,Lemon,Earthy,Blueberry,Relaxed,Euphoric,Creative,Uplifted,Aroused,Dry Mouth,Dry Eyes,Anxious,,,Depression,Insomnia,Pain,Stress,Headache,Headaches
Middlefork x Pineapple Express,1365,sativa,Grape,Honey,Lime,Euphoric,Happy,Uplifted,Tingly,Giggly,,,,,,Depression,Pain,Stress,Lack of Appetite,Eye Pressure,
Midnight,1366,hybrid,Earthy,Pine,Lavender,Relaxed,Euphoric,Happy,Creative,Uplifted,Dry Mouth,Paranoid,Dry Eyes,Anxious,,Depression,Insomnia,Pain,Stress,Headache,Inflammation
Milky Way,1367,indica,Sweet,Lavender,Flowery,Euphoric,Happy,,,,Dry Mouth,Dry Eyes,,,,Depression,Pain,Stress,Nausea,Headache,Headaches
Millennium,1368,hybrid,Blueberry,Earthy,Berry,Hungry,Happy,Giggly,,,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Pain,Stress,Headache,Fatigue,Headaches
Mint Chocolate Chip,1369,hybrid,Earthy,Minty,,Relaxed,Euphoric,Happy,,,Dry Mouth,,,,,Depression,Insomnia,Stress,Lack of Appetite,Headache,Headaches
Mission Kush,1370,hybrid,Pine,,,Euphoric,Happy,Creative,Energetic,,Paranoid,Dry Eyes,,,,Muscle Spasms,,,,,
Misty Kush,1371,indica,Sweet,Mango,Lemon,Relaxed,Euphoric,Happy,Talkative,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Insomnia,Pain,Headache,Headaches,Eye Pressure,Muscle Spasms
Misty Morning,1372,hybrid,Pine,Spicy/Herbal,,Relaxed,Euphoric,Sleepy,,,Dry Eyes,,,,,Depression,Stress,Headaches,Inflammation,,
Mob Boss,1373,hybrid,Citrus,Earthy,Sweet,Relaxed,Euphoric,Happy,Creative,Energetic,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Moby Dick,1374,sativa,Citrus,Earthy,Sweet,Relaxed,Euphoric,Happy,Energetic,Uplifted,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Pain,Stress,Nausea,Headache,Fatigue
Molokai Frost,1375,indica,Earthy,Pungent,Tropical,Relaxed,Euphoric,Happy,Creative,Uplifted,,,,,,Depression,Pain,Stress,Cramps,Inflammation,
Molokai Purpz,1376,indica,Berry,Grape,Plum,Relaxed,Euphoric,Creative,Tingly,Aroused,,,,,,,,,,,
Money Maker,1377,indica,Earthy,Pungent,Berry,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dizzy,Dry Mouth,Paranoid,,,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Monkey Paw,1378,hybrid,Earthy,Spicy/Herbal,Skunk,Relaxed,Happy,Creative,Uplifted,Giggly,Dry Mouth,,,,,Depression,Pain,Stress,Lack of Appetite,Headaches,
Monolith,1379,indica,Pungent,Earthy,Pine,Relaxed,Euphoric,Happy,Sleepy,Focused,,,,,,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Monster Cookies,1380,indica,Earthy,Sweet,Grape,Relaxed,Hungry,Euphoric,Happy,Sleepy,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Depression,Insomnia,Pain,Stress,Inflammation,
Monster OG,1381,hybrid,Spicy/Herbal,Woody,Earthy,Relaxed,Hungry,Euphoric,Focused,,Dry Mouth,Dry Eyes,,,,Insomnia,Pain,Stress,Cramps,Lack of Appetite,
Montana Silvertip,1382,hybrid,Earthy,Sweet,Berry,Relaxed,Euphoric,Happy,Uplifted,Focused,Dry Mouth,Dry Eyes,,,,Depression,Insomnia,Pain,Stress,Lack of Appetite,
Moon Cookies,1383,hybrid,Earthy,Blueberry,Citrus,Relaxed,Euphoric,Happy,Creative,Sleepy,Dizzy,Dry Mouth,Dry Eyes,,,Depression,Insomnia,Eye Pressure,Inflammation,Muscle Spasms,
Moonshine Haze,1385,sativa,Earthy,Sweet,Citrus,Relaxed,Euphoric,Happy,Energetic,Uplifted,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Stress,Lack of Appetite,Headache,Fatigue,Muscle Spasms
Moonwalker Kush,1386,hybrid,Earthy,Pine,Minty,Relaxed,Sleepy,Focused,Aroused,,Dry Mouth,,,,,Depression,Insomnia,Stress,Lack of Appetite,Nausea,
Moose and Lobsta,1387,sativa,Sweet,Tropical,Citrus,Euphoric,Happy,Creative,Uplifted,Giggly,Dizzy,Dry Mouth,Dry Eyes,,,Depression,Pain,Stress,Fatigue,Inflammation,
Morning Star,1388,hybrid,Orange,Berry,Blueberry,Euphoric,Uplifted,,,,Dizzy,Dry Mouth,Paranoid,Dry Eyes,,Depression,Insomnia,Stress,Nausea,Headache,Fatigue
Mossad,1389,indica,Earthy,Lemon,Sweet,Euphoric,Focused,,,,Paranoid,Anxious,,,,Headache,,,,,
Mossimo OG,1390,indica,Honey,Lemon,Pungent,Relaxed,Euphoric,Sleepy,Focused,Giggly,,,,,,Depression,Pain,Stress,Nausea,Headaches,
Motavation,1391,indica,Pungent,Flowery,Sweet,Relaxed,Creative,Sleepy,Giggly,,Dizzy,Dry Mouth,Paranoid,Dry Eyes,Anxious,Pain,Fatigue,Headaches,Spasticity,Muscle Spasms,
Mother Tongue,1392,sativa,Berry,Tropical,Sweet,Euphoric,Happy,Creative,Energetic,Focused,,,,,,Insomnia,Pain,Stress,Headaches,Inflammation,
Mother of Berries,1393,indica,Berry,Blueberry,Sweet,Relaxed,Euphoric,Happy,Tingly,Sleepy,Dizzy,Dry Mouth,Dry Eyes,Anxious,,Depression,Insomnia,Pain,Stress,Lack of Appetite,Headache
Mother's Milk,1394,hybrid,Earthy,Vanilla,Sweet,Relaxed,Euphoric,Happy,Sleepy,,Dry Mouth,,,,,Depression,Pain,Stress,Headaches,Muscle Spasms,
Mothers Finest,1395,sativa,Lemon,Pine,Sweet,Happy,Creative,Energetic,Uplifted,Aroused,Dizzy,Dry Mouth,,,,Depression,Pain,Stress,Cramps,Inflammation,
Mothers Helper,1396,hybrid,Sweet,Earthy,Berry,Relaxed,Happy,Creative,Energetic,Uplifted,Dry Mouth,Dry Eyes,Anxious,,,Depression,Pain,Stress,Headache,Fatigue,Headaches
